date,symbol,last_price_at_open,avg_vol_14d,atr_14d,rvol_first_candle,or_high,or_low,or_range,or_range_pct_of_price,first_candle_close_color,direction_bias,status,entry_time_et,entry_price,stop_price,stop_style,target_price,target_r_multiple,shares,risk_dollars,risk_pct_equity,exit_time_et,exit_price,realized_pnl,r_multiple_realized,reason_pass_fail,notes
2026-09-25,DDOG,263.7900,3362305,11.7000,530.35%,278.0000,261.0000,17.0000,6.4445%,green,long,triggered_no_capital,09:45,278.5800,261.0000,full_range,304.9500,1.5,0,0,0%,,,,,"PASS Phase 2: green candle, long bias, rvol=530.3%; RANGE_OVERSIZED(6.44%)","RANGE_OVERSIZED(6.44% > 1.5% cap) - halve size if triggers (sizing note only, account unfunded); body-close confirmed breakout 09:45 ET; NO CAPITAL - signal only, not executed"
2026-09-25,SNDK,1799.6400,10480109,114.6200,131.51%,1801.9800,1781.0200,20.9600,1.1647%,green,long,triggered_no_capital,09:35,1812.4000,1781.0200,full_range,1859.4700,1.5,0,0,0%,,,,,"PASS Phase 2: green candle, long bias, rvol=131.5%","body-close confirmed breakout 09:35 ET; NO CAPITAL - signal only, not executed"
2026-09-25,SNX,266.0000,1175680,11.3600,56.91%,270.8900,264.6950,6.1950,2.3289%,green,long,triggered_no_capital,09:35,277.0000,264.6950,full_range,295.4575,1.5,0,0,0%,,,,,"PASS Phase 2: green candle, long bias, rvol=56.9%; RVOL_BELOW_THRESHOLD; RANGE_OVERSIZED(2.33%)","RVOL_BELOW_THRESHOLD - below 100% threshold, kept watching per established precedent; RANGE_OVERSIZED(2.33% > 1.5% cap) - halve size if triggers (sizing note only, account unfunded); body-close confirmed breakout 09:35 ET; NO CAPITAL - signal only, not executed"
2026-09-25,CIEN,367.3900,2798063,23.8200,71.14%,363.5000,359.2000,4.3000,1.1704%,red,short,watching,,,,,,,,,,,,,,"PASS Phase 2: red candle, short bias, rvol=71.1%; RVOL_BELOW_THRESHOLD","RVOL_BELOW_THRESHOLD - below 100% threshold, kept watching per established precedent; BIAS_INVALIDATED - closed beyond opposite OR level, still watching for correct-direction reversal before 11:00 ET cutoff"
2026-09-25,CLS,382.3700,2255192,19.4800,53.53%,381.3013,372.0000,9.3013,2.4325%,red,short,watching,,,,,,,,,,,,,,"PASS Phase 2: red candle, short bias, rvol=53.5%; RVOL_BELOW_THRESHOLD; RANGE_OVERSIZED(2.43%)","RVOL_BELOW_THRESHOLD - below 100% threshold, kept watching per established precedent; RANGE_OVERSIZED(2.43% > 1.5% cap) - halve size if triggers (sizing note only, account unfunded)"
2026-09-25,MRVL,264.6600,18737852,13.7700,177.54%,264.6900,261.9600,2.7300,1.0315%,red,short,triggered_no_capital,09:40,261.9150,264.6900,full_range,257.7525,1.5,0,0,0%,,,,,"PASS Phase 2: red candle, short bias, rvol=177.5%","body-close confirmed breakout 09:40 ET; NO CAPITAL - signal only, not executed"
2026-09-25,FIVE,227.0000,1239027,10.1400,41.11%,222.8800,221.4900,1.3900,0.6123%,green,long,watching,,,,,,,,,,,,,,"PASS Phase 2: green candle, long bias, rvol=41.1%; RVOL_BELOW_THRESHOLD","RVOL_BELOW_THRESHOLD - below 100% threshold, kept watching per established precedent; BIAS_INVALIDATED - closed beyond opposite OR level, still watching for correct-direction reversal before 11:00 ET cutoff"
2026-09-25,MOD,201.0000,1202935,10.5500,27.88%,199.0200,197.3450,1.6750,0.8333%,green,long,triggered_no_capital,09:35,200.9900,197.3450,full_range,206.4575,1.5,0,0,0%,,,,,"PASS Phase 2: green candle, long bias, rvol=27.9%; RVOL_BELOW_THRESHOLD","RVOL_BELOW_THRESHOLD - below 100% threshold, kept watching per established precedent; body-close confirmed breakout 09:35 ET; NO CAPITAL - signal only, not executed"
2026-09-25,DELL,547.0000,9483967,31.1200,78.99%,551.8181,541.2351,10.5830,1.9347%,green,long,triggered_no_capital,09:35,553.1400,541.2351,full_range,570.9973,1.5,0,0,0%,,,,,"PASS Phase 2: green candle, long bias, rvol=79.0%; RVOL_BELOW_THRESHOLD; RANGE_OVERSIZED(1.93%)","RVOL_BELOW_THRESHOLD - below 100% threshold, kept watching per established precedent; RANGE_OVERSIZED(1.93% > 1.5% cap) - halve size if triggers (sizing note only, account unfunded); body-close confirmed breakout 09:35 ET; NO CAPITAL - signal only, not executed"
2026-09-25,MPC,383.0600,3424764,14.7600,17.19%,387.2000,383.0201,4.1799,1.0912%,green,long,watching,,,,,,,,,,,,,,"PASS Phase 2: green candle, long bias, rvol=17.2%; RVOL_BELOW_THRESHOLD","RVOL_BELOW_THRESHOLD - below 100% threshold, kept watching per established precedent; BIAS_INVALIDATED - closed beyond opposite OR level, still watching for correct-direction reversal before 11:00 ET cutoff"
2026-09-25,GNRC,202.0000,1634695,10.6400,31.13%,202.2900,199.8425,2.4475,1.2116%,green,long,triggered_no_capital,09:35,203.3700,199.8425,full_range,208.6612,1.5,0,0,0%,,,,,"PASS Phase 2: green candle, long bias, rvol=31.1%; RVOL_BELOW_THRESHOLD","RVOL_BELOW_THRESHOLD - below 100% threshold, kept watching per established precedent; body-close confirmed breakout 09:35 ET; NO CAPITAL - signal only, not executed"
2026-09-25,MKSI,262.8500,1412034,12.7400,21.80%,261.0100,259.5000,1.5100,0.5745%,red,short,watching,,,,,,,,,,,,,,"PASS Phase 2: red candle, short bias, rvol=21.8%; RVOL_BELOW_THRESHOLD","RVOL_BELOW_THRESHOLD - below 100% threshold, kept watching per established precedent; BIAS_INVALIDATED - closed beyond opposite OR level, still watching for correct-direction reversal before 11:00 ET cutoff"
2026-09-25,EWY,185.9700,13813720,6.5500,41.56%,186.1600,185.3500,0.8100,0.4356%,red,short,watching,,,,,,,,,,,,,,"PASS Phase 2: red candle, short bias, rvol=41.6%; RVOL_BELOW_THRESHOLD","RVOL_BELOW_THRESHOLD - below 100% threshold, kept watching per established precedent; BIAS_INVALIDATED - closed beyond opposite OR level, still watching for correct-direction reversal before 11:00 ET cutoff"
