date,symbol,last_price_at_open,avg_vol_14d,atr_14d,rvol_first_candle,or_high,or_low,or_range,or_range_pct_of_price,first_candle_close_color,direction_bias,status,entry_time_et,entry_price,stop_price,stop_style,target_price,target_r_multiple,shares,risk_dollars,risk_pct_equity,exit_time_et,exit_price,realized_pnl,r_multiple_realized,reason_pass_fail,notes
2026-09-04,UNP,283.11,2525723,6.25,0.020,,,,,,,skipped,,,,,,,,,,,,,,fail_rvol(2%<100%),"market_scan; top-mover -2.09% vs prior close, awaiting 09:30-09:35 ET OR candle"
2026-09-04,COHR,269.85,5971032,23.35,1.070,273.7900,264.1000,9.6900,3.54%,green,long,triggered_no_capital,09:40,275.5300,264.1000,full_range,292.6750,1.5,0,0,0%,,,,,pass_universe;rvol_pass;bias_long(moderate-body_34pct_of_range);RANGE_OVERSIZED(3.54%>1.5% cap - halve size if triggers);body_close_confirmed,"09:40 candle closed 275.53, above OR High(273.79) after a near-miss 09:35 close(273.715); RANGE_OVERSIZED - signal only, would halve size; NO CAPITAL - signal only, not executed"
2026-09-04,PLTR,179.02,31412349,8.50,2.350,182.1900,177.8200,4.3700,2.46%,red,short,triggered_no_capital,09:40,177.1350,182.1900,full_range,169.5525,1.5,0,0,0%,,,,,pass_universe;rvol_pass;bias_short(moderate-body_51pct_of_range);RANGE_OVERSIZED(2.46%>1.5% cap - halve size if triggers);body_close_confirmed,"09:40 candle closed 177.135, below OR Low(177.82); RANGE_OVERSIZED - signal only, would halve size; NO CAPITAL - signal only, not executed"
2026-09-04,TSEM,209.99,1293527,15.54,1.310,212.0000,207.9150,4.0850,1.93%,green,long,triggered_no_capital,09:45,212.7800,207.9150,full_range,220.0775,1.5,0,0,0%,,,,,pass_universe;rvol_pass;bias_long(moderate-body_51pct_of_range);RANGE_OVERSIZED(1.93%>1.5% cap - halve size if triggers);body_close_confirmed,"09:45 candle closed 212.78, above OR High(212.00); RANGE_OVERSIZED - signal only, would halve size; NO CAPITAL - signal only, not executed"
2026-09-04,ASML,1676.64,1134631,54.75,2.950,1698.9160,1675.9250,22.9910,1.35%,green,long,triggered_no_capital,09:35,1701.2195,1675.9250,full_range,1739.1612,1.5,0,0,0%,,,,,pass_universe;rvol_pass;bias_long(strong-body_88pct_of_range);range_ok;body_close_confirmed,"first post-OR candle (09:35) closed 1701.22, above OR High(1698.916); steady grind higher; NO CAPITAL - signal only, not executed"
2026-09-04,LITE,863.00,4036340,68.50,2.140,867.9900,842.3000,25.6900,3.00%,red,short,watching,,,,,,,,,,,,,,pass_universe;rvol_pass;bias_short(weak-body_14pct_of_range);RANGE_OVERSIZED(3.00%>1.5% cap - halve size if triggers),"BIAS_INVALIDATED - reversed hard against the short bias: 09:45 candle closed 871.73, well above OR High(867.99); extended to 872.76 by 10:00 ET. No close below OR Low(842.30) at any point. Keeping status=watching per rule (still eligible for a same-direction short breakout before 11:00 ET cutoff) but very unlikely now given the strength of the reversal."
2026-09-04,ALAB,288.00,3216568,22.87,2.870,300.2000,285.8400,14.3600,4.79%,green,long,triggered_no_capital,09:35,304.2450,285.8400,full_range,331.8525,1.5,0,0,0%,,,,,pass_universe;rvol_pass;bias_long(strong-body_92pct_of_range);RANGE_OVERSIZED(4.79%>1.5% cap - halve size if triggers);body_close_confirmed,"first post-OR candle (09:35) closed 304.245, above OR High(300.20); day's strongest continuation, extended further to 321 by 10:00; RANGE_OVERSIZED - signal only, would halve size; NO CAPITAL - signal only, not executed"
2026-09-04,TER,344.58,2397855,23.02,1.800,351.2350,342.2900,8.9450,2.55%,green,long,triggered_no_capital,09:40,353.3600,342.2900,full_range,369.9650,1.5,0,0,0%,,,,,pass_universe;rvol_pass;bias_long(moderate-body_55pct_of_range);RANGE_OVERSIZED(2.55%>1.5% cap - halve size if triggers);body_close_confirmed,"09:40 candle closed 353.36, above OR High(351.235); RANGE_OVERSIZED - signal only, would halve size; NO CAPITAL - signal only, not executed"
2026-09-04,ARM,246.74,3746793,16.85,2.680,252.9000,247.5100,5.3900,2.14%,green,long,triggered_no_capital,09:50,252.9600,247.5100,full_range,261.1350,1.5,0,0,0%,,,,,pass_universe;rvol_pass;bias_long(strong-body_70pct_of_range);RANGE_OVERSIZED(2.14%>1.5% cap - halve size if triggers);body_close_confirmed,"09:50 candle closed 252.96, first close above OR High(252.90) after two near-miss closes; RANGE_OVERSIZED - signal only, would halve size; NO CAPITAL - signal only, not executed"
2026-09-04,HUBS,250.80,1243404,14.70,0.320,,,,,,,skipped,,,,,,,,,,,,,,fail_rvol(32%<100%),"market_scan; top-mover -1.69% vs prior close, awaiting 09:30-09:35 ET OR candle"
2026-09-04,SCCO,196.20,1172560,8.60,0.260,,,,,,,skipped,,,,,,,,,,,,,,fail_rvol(26%<100%),"market_scan; top-mover -1.67% vs prior close, awaiting 09:30-09:35 ET OR candle"
2026-09-04,VRT,273.30,4276232,14.20,0.530,,,,,,,skipped,,,,,,,,,,,,,,fail_rvol(53%<100%),"market_scan; top-mover +1.66% vs prior close, awaiting 09:30-09:35 ET OR candle"
